Judul,Isi,Tanggal,Kategori
Dua Pencuri Motor di Serang Terekam CCTV,"SERANG– Aksi pencurian sepeda motor di kos-kosan di Gang Haji Mustofa, Kepandean, Kelurahan Kagungan, Kecamatan Serang, Kota Serang, terekam kamera CCTV. Dalam rekaman, terlihat dua orang pelaku beraksi pada Kamis (19/10/2023) sekitar pukul 03.30 WIB.Salah satu pelaku menunggu di luar gang, sementara pelaku lainnya masuk ke dalam kos-kosan dan mengambil sepeda motor Honda Scoopy warna hitam silver plat A 4467 HW milik Edi Susanto.“Awalnya motor saya diparkirkan di teras kos-kosan, kemudian saya masuk dalam kosan setelah itu saat keluar kosan motor sudah dalam keadaan hilang,” kata Edi, Kamis (19/10/2023).Edi menduga pelaku merusak kunci kontak dengan kunci palsu atau kunci letter T. Karena kunci asli dipegang olehnya.Edi telah melaporkan kejadian tersebut ke Polsek Serang. Ia mengalami kerugian sekitar Rp11 juta.Kanit Reskrim Polsek Serang Ipda Arya membenarkan kejadian tersebut. “Iya, tadi pagi ada laporannya ke kami. Kami sedang urus laporannya,” ujarnya.Pihaknya akan melakukan penyelidikan untuk mengungkap identitas pelaku dan mengejarnya.(Dhe/Red)","Kamis 19 Okt 2023,    14:37 WIB",hukum
Pasutri Pembobol Bank BRI Tangsel Diduga Teman Terpidana Kasus Serupa,"SERANG– FRW alias Febrina selaku mantan Priority Banking Officer (PBO) di BRI Cabang Bumi Serpong Kota Tangerang Selatan (Tangsel) diduga merupakan teman dari Terpidana kasus Pembobolan Rekening nasabah prioritas, Nurhasan Kurniawan.Nurhasan diketahui merupakan mantan PBO di BRI Bumi Serpong Kota Tangsel juga. Ia sudah divonis 8 tahun penjara dan denda Rp500 juta dalam perkara pembobolan uang nasabah BRI prioritas atas nama Ahmad Suharya dengan total kerugian Rp8,5 Miliar.Diduga Febrina merupakan teman sekantor Nurhasan saat ia masih bekerja di BRI. Febrina bersama HS alias Hade suaminya melakukan pembuatan rekening BRI prioritas fiktif dengan 41 KTP palsu dan menyalahgunakan kartu kredit hasil pembukaan rekening tersebut.Modus yang dipakai oleh keduanya yaitu membuat rekening nasabah prioritas dengan identitas fiktif. Selanjutnya, rekening tersebut diisi dana pribadi mereka sebesar Rp500 juta.“Nama dia karang sendiri, dia punya identitas banyak yang lainnya itu, fotonya dia sendiri (Foto Hade) namanya banyak,” kata Kepala Kejati Banten Didik Farkhan Alisyahdi.Setelah mendapatkan kartu kredit untuk dipergunakan, keduanya kemudian menarik dana Rp500 juta tadi. Keduanya kemudian kembali membuat rekening baru dan kartu kredit baru secara berulang ulang.“Kartu kreditnya dia gunakan ada yang Rp100 Juta ada yang Rp300 juta,” kata Didik.Keduanya telah melancarkan aksinya selama 1 tahun lebih, yaitu sejak 2020-2021, akibatnya negara rugi Rp5,1 Miliar.Pasutri tersebut terancam menyusul Nurhasan menginap di hotel prodeo dengan ancaman maksimal 20 tahun karena melanggar Pasal 2 ayat (1) dan pasal 3 jo Undang-undang Tindak Pidana Korupsi. (Red)","Jumat 27 Okt 2023,    01:08 WIB",hukum
"Piala Dunia 2026 Punya Format Baru, Jumlah Tim Bertambah","BANTEN– Format baru Piala Dunia 2026 telah ditetapkan federasi sepak bola internasional (FIFA). Terdapat beberapa perubahan yang disematkan dalam pembaruan ini.FIFA telah menetapkan Piala Dunia 2026 akan diikuti 48 tim, alias bertambah 16 tim ketimbang format sebelumnya yang cuma diikuti 32 peserta.Seiring dengan bertambahnya jumlah peserta, jumlah pertandingan total di Piala Dunia 2026 juga meningkat menjadi 104 laga.Format itu disetujui dalam sebuah rapat Dewan FIFA yang digelar di Kigali, Rwandal pada Rabu (15/3/2023).“Komite FIFA sepakat menerima proposal perubahan format kompetisi Piala Dunia 2026,” kata FIFA dalam pernyataan resmi mereka yang dikutip dari Reuters.Dalam format baru ini, sebanyak 48 tim itu akan dibagi ke dalam 12 grup yang masing-masing berisikan empat peserta.Dua tim teratas dan delapan peringkat ketiga terbaik akan dipastikan lolos ke babak 32 besar.“Format ini dilakukan untuk meminimalisir risiko dan memastikan semua tim minimal bermain tiga laga, sekaligus memberikan waktu istirahat yang cukup untuk tim peserta,” tulis FIFA.Perubahan format menjadi 48 tim adalah yang pertama sejak format 32 tim diperkenalkan di Piala Dunia 1998. Di Piala Dunia 2022, 32 tim menghabiskan waktu total 29 hari untuk menuntaskan turnamen.Sementara untuk Piala Dunia 2026 akan berlangsung selama 39 hari. Piala Dunia 2026 juga menjadi yang pertama kali digelar di tiga negara yakni Amerika Serikat, Kanada dan Meksiko.Sebelumnya FIFA mengusulkan Piala Dunia 2026 total memiliki 80 pertandingan sebelum ditambah menjadi 104 laga.Awalnya FIFA akan menggunakan format satu grup berisikan tiga tim, tetapi usulan itu dibatalkan karena khawatir ada jadwal yang bentrok. Jumlah tim yang berada dalam satu grup tidak akan berubah, yaitu empat.Berubahan format ini membuat tim-tim dari Asia diprediksi bakal memiliki peluang lebih besar untuk lolos ke Piala Dunia. Hal itu juga berlaku untuk timnas Indonesia yang berambisi untuk tampil pertama kali di ajang akbar tersebut. (Red)","Rabu 15 Mar 2023,    11:09 WIB",Sport
"Sempat Tertunda, Firli Bahuri Kembali Bakal Diperiksa Terkait Dugaan Kasus Pemerasan...","JAKARTA– Polda Metro Jaya akan memeriksa Ketua Komisi Pemberantasan Korupsi (KPK) Firli Bahuri terkait kasus dugaan pemerasan terhadap mantan Menteri Pertanian (Mentan) Syahrul Yasin Limpo alias SYL pada Selasa (14/11/2023) hari ini.Direktur Reserse Kriminal Khusus (Dirreskrimsus) Polda Metro Jaya Kombes Ade Safri Simanjuntak mengatakan agenda pemeriksaan terhadap Firli dijadwalkan berlangsung pukul 10.00 WIB.Adapun pemeriksaan hari ini, kata Ade, merupakan panggilan ulang dari jadwal pemeriksaan Selasa (7/11/2023) pekan lalu yang tertunda karena Firli berhalangan hadir dengan alasan sedang dinas kerja di Aceh.“Surat panggilan (ulang) tersebut telah diterima di Gedung Merah Putih KPK RI pada hari Jumat, tanggal 10 November 2023,” kata Ade kepada wartawan, Senin (13/11/2023).Ade menjelaskan bahwa Firli diperiksa hari ini masih dengan kapasitas sebagai saksi. Pemeriksaan nanti akan digelar di ruang Subdit Tipikor Ditreskrimsus Polda Metro Jaya.“Di lantai 21 Gedung Promoter,” jelasnya.Sementara Kapolda Metro Jaya Irjen Karyoto hanya berbicara singkat saat ditanya terkait rencana pemeriksaan Firli yang sempat tertunda tersebut.“Kita lihat saja besok (hari ini) datang atau tidak,” kata Karyoto saat ditemui usai menghadiri acara di Balai Pertemuan Polda Metro Jaya, Jakarta, Senin (14/11/2023).Sedangkan terkait pelaksanaan gelar perkara penetapan tersangka dalam kasus ini menurutnya juga akan dilakukan sesegera mungkin.“Ya, mungkin sesegera saja, ya,” pungkasnya. (Red)","Selasa 14 Nov 2023,    10:05 WIB",hukum
Kota Tangerang Didaulat Jadi Tuan Rumah Kejurnas Voli,"TANGERANG– Kota Tangerang kembali dipilih menjadi tuan rumah penyelenggaraan event olahraga tingkat nasional, kali ini event yang akan berlangsung adalah kejuaraan nasional bola voli antar klub U-17 tahun 2023.Walikota Tangerang, Arief R Wismansyah mengungkapkan, sejatinya Pemkot Tangerang mendukung pelaksanaan ajang yang akan berlangsung di Kota Tangerang pada 19 hingga 26 November 2023.“Ini akan menjadi sarana sportainment di Kota Tangerang, di mana selain menjadi ajang olahraga tapi juga rekreasi bagi masyarakat,” beber Arief, saat menerima kunjungan dari perwakilan Mantan Atlet Voli Indonesia (MAVI) di Stadion Benteng Reborn, Senin (2/10/2023).Lebih lanjut, Arief, mengharapkan, dengan diselenggarakannya Kejurnas voli, akan semakin menumbuhkan kecintaan masyarakat pada cabang olahraga yang juga menjadi salah satu cabang olahraga dengan banyak peminat di Indonesia.“Selain sepakbola, voli juga jadi olahraga yang banyak peminatnya. Jadi penyelenggaraannya juga harus bisa dinikmati masyarakat,” terangnya.Wali kota, juga meminta agar Kejurnas voli yang akan digelar di Kota Tangerang, dapat berperan dalam peningkatan potensi ekonomi masyarakat khususnya di sektor UMKM lokal.“UMKM mungkin bisa dilibatkan, jadi selain nonton voli juga bisa belanja,” pungkasnya.(Ril/Red)","Senin 2 Okt 2023,    23:13 WIB",Sport
Kota Tangerang Jadi Tuan Rumah Kejurnas Voli U-17,"TANGERANG– Kota Tangerang kembali ditunjuk sebagai tuan rumah ajang olahraga tingkat nasional. Kali ini, Kejurnas Voli U-17 dilaksanakan di Kota Tangerang. Dibuka langsung oleh Ketua Umum Persatuan Bola Voli Seluruh Indonesia (PBVSI), Senin (20/11/2023) di GOR Gondrong, Kecamatan Cipondoh.Ketua Umum PP PBVSI, Imam Sudjarwo mengatakan bahwa fasilitas GOR Gondrong sangat baik untuk mengadakan kejuaraan tingkat nasional. Mulai dari kualitas lapangan, hingga fasilitas pendukung lainnya seperti pencahayaan dan tempat duduk penonton sudah cukup baik.“Untuk skala nasional ini sudah sangat baik dan cukup besar untuk menampung penonton. Tetapi, untuk kejuaraan voli internasional harus ada yang ditingkatkan karena harus sesuai dengan standar FIVB (Federation Internationale de Volleyball),” ungkapnya.Ia juga mengatakan kejurnas ini dapat dilaksanakan atas dukungan Pemkot Tangerang yang sudah bersedia menjadi tuan rumah. Selain itu, lokasi yang cukup strategis juga memudahkan para peserta yang datang dari berbagai wilayah di Indonesia.“Kami tentu mengucapkan terima kasih kepada Bapak Wali Kota Tangerang beserta jajaran yang sudah mendukung dan bersedia menjadi tuan rumah pada ajang Kejurnas Voli U-17. Dukungan ini juga sangat penting terlebih untuk melatih dan membina calon atlet-atlet nasional,” lanjutnya.Ia berharap, dengan adanya kejurnas ini dapat melahirkan bibit-bibit atlet voli nasional yang baru. Sehingga, dapat membawa nama Indonesia di kancah internasional.“Kami tentu berharap para atlet yang bertanding hari ini dapat menjadi calon atlet nasional bahkan internasional yang akan membawa dan menyumbangkan emas bagi Voli Indonesia,” harapnya. (Ril/Red)","Selasa 21 Nov 2023,    08:05 WIB",Sport
"Panji Mohamad Paisal, Atlet Asal Kota Tangerang Bakal Berlaga di SEA...","TANGERANG– Atlet Asal Kota Tangerang kembali membanggakan Provinsi Banten. Kali ini datang dari bidang olahraga yang ditorehkan Panji Mohamad Paisal (25), warga Kelurahan Tangerang, Kecamatan Tangerang yang menjadi satu-satunya atlet obstacle race atau lari halang rintang yang mewakili Indonesia untuk berlaga di arena Southeast Asian (SEA) Games 32 yang akan digelar pada 5-17 Mei mendatang di Kamboja.Panji menceritakan awalnya bisa terpilih menjadi atlet SEA Games 32 Kamboja dari Indonesia yakni saat itu Indonesia membuka seleksi untuk Skuad Timnas salah satunya pada cabang obstacle race.“Cabang ini dasarnya ialah panjat tebing dan parkur, dan saya adalah atlet panjat tebing. Disitu saya coba ikut seleksi dan masuk tahap pemilihan, dan bersaing dengan delapan atlet lainnya pada Januari lalu,” ungkap pria yang juga berstatus pegawai Dinas Pemuda dan Olahraga (Dispora) Pemkot Tangerang, Kamis (27/4/2023).Kata Panji, saat seleksi tersebut ia bersaing dengan atlet asal Jawa Barat, DKI Jakarta Jogja hingga Lombok. “Alhamdulillah saya yang terpilih menjadi salah satu skuad timnas dan kemarin saya juga sudah ke Kamboja untuk tes venue dan bertemu seluruh atlet lainnya dari berbagai negara,” katanya.Lanjut Panji, saat itu Ia melihat kekuatan dan kelemahan para lawannya, dan target emas pun dipasang pria lajang kelahiran 8 September 1997 pada event ini.“Kini, saya sudah kembali berada di Kamboja, bersiap untuk berlaga dan bersaing di empat nomor pertandingan baik nomor tim maupun tunggal. Semoga raihan terbaik yang bisa saya bawa pulang untuk Indonesia khususnya Kota Tangerang,” harapnya.Diketahui, prestasi sebelum SEA Games 32 Kamboja ini, Panji telah berprestasi di Asean University Games Thailand 2022 di Posisi 4, Juara Satu Kategori Bolder Putra Panjat Tebing pada Pomnas 2019, Juara satu tingkat mahasiswa Nasional di Solo 2021, dan teranyar pada Porprov VI Banten 2022 yang berhasil mengantongi 4 medali emas dan 1 perunggu pada cabag Panjat Tebing.Selain Panji, warga Kota Tangerang yang patut dibanggakan ialah keterlibatan Dzulfikar Nur Gofar, warga Kelurahan Gebang Raya, Kecamatan Periuk. Dimana dalam event yang sama yakni SEA Games 32 Kamboja Ia terlibat menjadi Komite Olimpiade Indonesia, yakni kepengurusan seluruh atlet Indonesia pada pertandingan ini. (Ril/Red)","Kamis 27 Apr 2023,    18:13 WIB",Sport
Warga Lebak Geruduk Sekolah Lantaran Ijazah Diduga Palsu,"LEBAK –Belasan warga mendatangi Sekolah Menengah Kejuruan (SMK) 17 Agustus yang berlokasi di Kampung Babakan Cikarosok, Desa Pasir Tanjung, Kecamatan Rangkasbitung, Kabupaten Lebak, Banten, Senin (20/11/2023).Kedatangan warga tersebut sebagai bentuk kekecewaannya karena ijazah yang dikeluarkan oleh SMK 17 Agustus diduga palsu. Sehingga setiap ijazah yang dikeluarkan oleh SMK 17 Agustus dan dipakai untuk persyaratan bekerja selalu ditolak oleh pihak perusahaan.Ujen, salah seorang orang tua siswa mengatakan, dugaan ijazah tersebut palsu berawal saat anaknya yang lulusan SMK 17 Agustus melamar kerja di salah satu perusahaan ditolak pihak perusahaan dengan alasan ijazah yang digunakannya bermasalah.“Mengetahui jika ijazah anaknya bermasalah, saya pun langsung menemui pihak sekolah dan mempertanyakan legalitas ijazah tersebut,” kata Ujen saat ditemui di rumahnya, Senin (20/11/2023).Ia mengungkapkan, setelah dirinya mempertanyakan ke pihak sekolah, ternyata ada juga beberapa alumni SMK 17 Agustus yang mengadukan terkait legalitas ijazah yang dikeluarkan oleh pihak sekolah.“Yang mengadu sudah ada 9 orang, hasil koordinasi dengan sekolah induknya yakni SMK 13 Maret di Pandeglang ijazah tersebut bermasalah alias palsu,” ujarnya.Ia menambahkan, kejanggalan ijazah yang telah dikeluarkan oleh SMK 17 Agustus sangatlah berbeda dengan ijazah pada umumnya. Terlihat dari letak stempel yang tidak menempel pada foto siswa, serta tidak adanya tandatangan siswa pada ijazah.“Selain sidik jari, stempel bukan pada tempatnya. Ijazah itu ditandatangani bukan oleh kepala sekolah, melainkan ditandatangani oleh penanggung jawab sekolah,” ucapnya.Hingga ditayangkannya berita ini, pihak wartawan belum bisa mengkonfirmasi pihak SMK 17 Agustus.(San/Red).","Senin 20 Nov 2023,    19:14 WIB",hukum
Bangun Regenerasi dan Jaring Atlet Muda Berbakat,"TANGERANG– Ratusan Atlet Olahraga Panahan hadir memenuhi lapangan Olahraga GOR Gondrong, Kota Tangerang, Sabtu (4/11/2023) pagi.Para peserta yang didominasi oleh anak-anak usia pelajar SD hingga SMP ini akan berlaga pada turnamen De Poris Archery Competition 2023 yang memperebutkan Piala Wakil Walikota Tangerang.Wakil Walikota Tangerang, Sachrudin hadir secara langsung menyapa para atlet-atlet cilik yang berasal dari berbagai daerah dan klub panahan se-Jabodetabek.“Selamat pagi anak-anak semua, sudah siap bertanding?” sapa Sachrudin saat membuka kegiatan.Dalam kesempatannya, Sachrudin menyampaikan olahraga panahan bukan hanya banyak digemari oleh semua usia tapi juga olahraga bergengsi yang potensinya besar dalam dunia olahraga.“Saya senang jika berbagai cabang olahraga itu atlet-atlet ciliknya banyak dan berani berkompetisi,” ungkap Wakil.Oleh karenanya, ia berharap ajang ini bisa jadi wadah mengasah kemampuan serta menjaring calon-calon atlet panahan berbakat sedari dini.“Karena akhirnya mereka yang akan menjadi regenerasi untuk terus berkompetisi dan berprestasi di tingkat nasional bahkan internasional,” pungkasnya.Adapun gelaran turnamen panahan tersebut, digelar selama 2 hari mulai 4-5 November 2023 di GOR Gondrong, Kecamatan Cipondoh, Kota Tangerang.(Ril/Red)","Senin 6 Nov 2023,    08:06 WIB",Sport
Saksi Kasus Korupsi BSM SMA 3 Pandeglang Akui Berbohong di Persidangan,"SERANG– Setelah sebelumnya sempat berbelit-belit dalam memberikan keterangan di persidangan, saksi Sukmaja selaku Mantan Bendahara Gaji dan Pengeluaran SMA 3 Pandeglang mengakui jika dirinya tilap uang Rp10 Juta yang diberikan terdakwa Engkos dan Aip untuk saksi Sastra.Dalam lanjutan persidangan kasus kasus penilapan dana Bantuan Siswa Miskin (BSM) oleh Mantan Kepala Sekolah SMA 3 Pandeglang, Rabu (18/10/2023), dihadirkan saksi verbalisan yaitu Jefri dan Sulistyio yang merupakan penyidik Polres Pandeglang.Keduanya merupakan penyidik yang melakukan pemeriksaan kepada saksi Sukmaja saat kasus belum sampai di meja persidangan.Keduanya dipanggil karena di persidangan sebelumnya kesaksian Sukmaja berbeda dengan keterangannya di BAP saat penyidikan.“Saat penyidikan apakah ada tekanan kepada saksi?” tanya Ketua Majelis Hakim Dedy Ady Saputra.“Tidak ada yang mulia,” kata Sulistyo.Hakim kemudian bertanya kenapa ada perbedaan keterangan saksi Sukmaja di BAP dan saat persidangan.Dalam keterangan sebelumnya Sukmaja sempat menuturkan jika dirinya pernah diperintah oleh terdakwa Engkos dan Aip untuk memberikan uang sebesar Rp10 Juta kepada Sastra yang saat itu menjabat di Forum komunikasi Kasubag Keuangan, Tata usaha dan Bendahara (FKKTUB) Kabupaten Pandeglang.Uang tersebut merupakan fee karena Sastra telah memberikan informasi kepada terdakwa terkait akan adanya BSM dari Kementerian Pendidikan.Sukmaja mengaku kemudian memberikan uang tersebut secara cash kepada Sastra di pasar labuan depan salah satu Apotik. Di situ dirinya mengaku mendapat Rp3 Juta dari saksi Sastra.Hakim pun kembali menanyakan terkait keterangan saksi yang berubah ubah. Setelah ditanya kembali apakah dirinya tidak memberikan uang sebesar Rp10 juta tersebut kepada saksi Sastra karena ada bukti rekening koran dari Sukmaja bahwa dirinya tidak pernah melakukan penarikan uang sebesar Rp10 Juta seperti kesaksiannyaSukmaja kemudian mengakui bahwa uang tersebut tidak dirinya berikan kepada Sastra melainkan dipakai untuk kebutuhan sehari hari.“Siap yang mulia saya khilaf menggunakan uang itu, benar saya menerima uang Rp10 juta dari Aip. Benar saya tidak memberikan kepada Sastra dan Siti. Dipakai untuk kebutuhan pribadi,” kata Sukmaja.Hakim kemudian meminta agar dirinya mengembalikan uang tersebut.“Sisa berapa yang sudah dikembalikan ke Negara? kapan mau melunasi?,” tanya hakim.“Besok yang mulia, Baru Rp3 juta yang dikembalikan. Siap 7 juga lagi dikembalikan,” jawab Sukmaja.(Dra/Red)","Rabu 18 Okt 2023,    22:10 WIB",hukum
"Rayakan Kemenangan, Hari Ini Ada Arak-arakan Timnas Indonesia U-22","JAKARTA– Timnas U-22 Indonesia yang berhasil meraih medali emas SEA Games 2023 Kamboja akan diarak di Jakarta, hari ini Jumat (18/5/2023). Polisi pun akan melakukan rekayasa lalu lintas di sejumlah ruas jalan.“Tentunya ada rekayasa lalu lintas khususnya jalur Sudirman-Thamrin. Besok juga jam kerja, tapi ini kan hari kejepit (libur), mudah-mudahan pengguna mobil berkurang, ” kata Dirlantas Polda Metro Jaya Kombes Latif Usman, Kamis (18/5/2023).Latif juga masih menunggu informasi rute-rute mana saja yang akan dilalui pemain Timnas Indonesia U-22 tersebut.“Lihat situasi, untuk unit pengamanan sedang kita buat, rekayasa lalin kan nanti, ini kan masih menunggu rute yang fix (pasti). Karena yang pertama dari Istana Merdeka, yang keduanya ada informasi dari GBK, makanya masih kita pastikan,” kata dia.Latif juga akan menurunkan sejumlah anggotanya di titik-titik yang diprediksi akan terjadi kepadatan arus kendaraan.Latif juga mengimbau pada pengendara yang mungkin tidak berkepentingan untuk menghindari jalur Sudirman-Thamrin agar tidak menambah kepadatan arus lalin.Diketahui, Timnas U-22 Indonesia mengakhiri penantian medali emas selama 32 tahun di SEA Games berkat kemenangan 5-2 atas Thailand pada laga final di Stadion Nasional, Phnom Penh, Selasa malam.Garuda Muda tidak memperoleh kemenangan dengan mudah, setelah unggul 2-0 pada babak pertama, Thailand mampu menyamakan kedudukan menjadi 2-2 menjelang waktu normal usai.Namun Indonesia kemudian mampu mengamankan medali emas berkat tiga gol tambahan pada masa tambahan waktu.Pada perhelatan SEA Games 2023 Kamboja, Tim Indonesia menempati peringkat tiga perolehan medali dengan 87 emas, 80 perak, dan 109 perunggu. (Red)","Jumat 19 Mei 2023,    07:04 WIB",Sport
